"","seqnames","start","end","width","strand","idr_name","scaled_idr","idr_strand","local_idr","global_idr","rep1_chromstart","rep1_chromend","rep1_signal","rep2_chromstart","rep2_chromend","rep2_signal","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","ens_transcript",".","distanceToTSS","ens_genes"
"361","chr5",21786645,21786795,151,"*",".",737,".",1.53,1.78,21786667,21786783,21.88622,21786644,21786795,41.23689,"5' UTR",5,21785283,21803787,18505,1,"19181","ENSMUST00000030769","5",1362,"ENSMUSG00000028932"
"362","chr7",3629843,3630035,193,"*",".",740,".",1.55,1.78,3629849,3630014,21.88622,3629842,3630035,33.44677,"Promoter",7,3629985,3642485,12501,1,"68988","ENSMUST00000179769","7",0,"ENSMUSG00000008373"
"363","chr7",24883980,24884615,636,"*",".",672,".",1.29,1.62,24884212,24884597,21.88622,24883979,24884615,25.84946,"Promoter",7,24884371,24889806,5436,1,"20085","ENSMUST00000108430","9",0,"ENSMUSG00000040952"
"364","chr7",126566298,126566487,190,"*",".",697,".",1.4,1.68,126566297,126566470,21.88622,126566353,126566487,27.26266,"Promoter",7,126546455,126566411,19957,2,"56347","ENSMUST00000032992","6",0,"ENSMUSG00000030738"
"365","chr8",13869609,13869754,146,"*",".",620,".",1.1,1.49,13869612,13869754,21.88622,13869608,13869734,23.7045,"Promoter",8,13869641,13881639,11999,1,"101994","ENSMUST00000051870","7",0,"ENSMUSG00000047710"
"366","chr8",128685461,128686437,977,"*",".",731,".",1.52,1.76,128685615,128686384,21.88622,128685460,128686437,30.93719,"Promoter",8,128685654,128733200,47547,1,"16412","ENSMUST00000090006","11",0,"ENSMUSG00000025809"
"367","chr14",121878317,121878577,261,"*",".",553,".",0.83,1.33,121878450,121878577,24.28631,121878316,121878574,21.83826,"Promoter",14,121876811,121878504,1694,2,"78312","ENSMUST00000187773","1",0,"ENSMUSG00000102112"
"368","chr4",155086253,155086569,317,"*",".",559,".",0.85,1.35,155086280,155086545,23.07868,155086252,155086569,21.83826,"Promoter",4,155074110,155086371,12262,2,"67830","ENSMUST00000149796","1",0,"ENSMUSG00000029048"
"369","chr17",46646142,46646290,149,"*",".",645,".",1.2,1.55,46646165,46646269,21.73741,46646141,46646290,24.71691,"Promoter",17,46646229,46650132,3904,1,"27398","ENSMUST00000002844","13",0,"ENSMUSG00000002767"
"370","chr18",52465551,52465715,165,"*",".",687,".",1.35,1.66,52465550,52465682,21.66488,52465554,52465715,26.14284,"Promoter",18,52465693,52487603,21911,1,"67222","ENSMUST00000237229","1",0,"ENSMUSG00000024528"
"371","chr17",26663053,26663370,318,"*",".",552,".",0.83,1.33,26663078,26663230,23.07868,26663052,26663370,21.66168,"Promoter",17,26663231,26699366,36136,1,"11974","ENSMUST00000236346","1",0,"ENSMUSG00000015575"
"372","chr10",122815059,122815635,577,"*",".",609,".",1.06,1.47,122815166,122815477,21.45804,122815058,122815635,23.03462,"Intron (ENSMUST00000162853.7/319468, intron 4 of 5)",10,122811447,122886293,74847,1,"319468","ENSMUST00000161371","1",3612,"ENSMUSG00000034613"
"373","chr18",12128584,12128747,164,"*",".",552,".",0.82,1.33,12128583,12128731,21.88622,12128602,12128747,21.40256,"Promoter",18,12128741,12157387,28647,1,"66878","ENSMUST00000025270","7",0,"ENSMUSG00000024404"
"374","chr7",127588671,127588791,121,"*",".",543,".",0.8,1.31,127588694,127588790,21.88622,127588670,127588791,21.40256,"Promoter",7,127588767,127604799,16033,1,"233900","ENSMUST00000205694","1",0,"ENSMUSG00000030816"
"375","chr9",18473540,18473746,207,"*",".",564,".",0.86,1.36,18473620,18473746,21.88622,18473539,18473746,21.40256,"Promoter",9,18456192,18473559,17368,2,"72230","ENSMUST00000034647","10",0,"ENSMUSG00000074500"
"376","chr14",59597898,59598051,154,"*",".",735,".",1.53,1.77,59597937,59598034,21.39392,59597897,59598051,32.31923,"Promoter",14,59559388,59597939,38552,2,"71891","ENSMUST00000225839","1",0,"ENSMUSG00000021982"
"377","chr4",137388363,137388542,180,"*",".",723,".",1.49,1.74,137388381,137388542,21.39392,137388362,137388495,30.6134,"Exon (ENSMUST00000189334.1/ENSMUST00000189334.1, exon 1 of 1)",4,137401554,137409791,8238,2,"242711","ENSMUST00000024200","6",21249,"ENSMUSG00000078520"
"378","chr18",32240173,32240473,301,"*",".",724,".",1.5,1.74,32240215,32240349,21.32893,32240172,32240473,41.59331,"Promoter",18,32240300,32270151,29852,1,"13872","ENSMUST00000025241","6",0,"ENSMUSG00000024382"
"379","chr15",51877366,51877541,176,"*",".",701,".",1.42,1.69,51877374,51877480,21.30526,51877365,51877541,27.58312,"Promoter",15,51877429,51884614,7186,1,"78581","ENSMUST00000137116","2",0,"ENSMUSG00000022313"
"380","chr3",106721485,106721663,179,"*",".",695,".",1.38,1.67,106721484,106721658,21.29067,106721496,106721663,27.24944,"Promoter",3,106721728,106732211,10484,1,"321000","ENSMUST00000130105","1",-65,"ENSMUSG00000056260"
"381","chr11",67052518,67052696,179,"*",".",736,".",1.53,1.77,67052579,67052691,21.19923,67052517,67052696,37.29482,"Promoter",11,67052670,67065331,12662,1,"52892","ENSMUST00000108690","9",0,"ENSMUSG00000069844"
"382","chr2",151741265,151741394,130,"*",".",703,".",1.43,1.69,151741269,151741394,21.03254,151741264,151741393,46.18875,"Promoter",2,151715812,151741310,25499,2,"228769","ENSMUST00000042452","10",0,"ENSMUSG00000032869"
"383","chr13",8995995,8996337,343,"*",".",733,".",1.52,1.77,8995997,8996240,20.90452,8995994,8996337,34.53811,"Promoter",13,8966331,8996083,29753,2,"69237","ENSMUST00000222098","1",0,"ENSMUSG00000021149"
"384","chr15",94589806,94589944,139,"*",".",581,".",0.95,1.4,94589805,94589934,20.90452,94589806,94589944,21.98681,"Promoter",15,94577951,94589879,11929,2,"19230","ENSMUST00000023087","12",0,"ENSMUSG00000022451"
"385","chr17",35979219,35979391,173,"*",".",698,".",1.4,1.68,35979237,35979391,20.90452,35979218,35979380,46.62845,"Promoter",17,35978530,35979299,770,2,"75210","ENSMUST00000173417","1",0,"ENSMUSG00000038500"
"386","chr18",76944048,76944172,125,"*",".",689,".",1.36,1.66,76944047,76944164,20.90452,76944051,76944172,26.39546,"Promoter",18,76944092,76975307,31216,1,"76987","ENSMUST00000097522","10",0,"ENSMUSG00000025421"
"387","chr2",112454909,112455054,146,"*",".",717,".",1.47,1.73,112454941,112455054,20.90452,112454908,112455041,29.70004,"Promoter",2,112454997,112472162,17166,1,"73024","ENSMUST00000069747","5",0,"ENSMUSG00000055943"
"388","chr1",36244248,36244412,165,"*",".",730,".",1.52,1.76,36244247,36244384,20.70948,36244252,36244412,34.71858,"Promoter",1,36140027,36244305,104279,2,"320011","ENSMUST00000046875","13",0,"ENSMUSG00000037470"
"389","chr1",191062895,191063028,134,"*",".",727,".",1.51,1.75,191062902,191063013,20.70948,191062894,191063028,35.63815,"Promoter",1,191063012,191075206,12195,1,"381318","ENSMUST00000076952","11",0,"ENSMUSG00000062510"
"390","chr12",44210149,44210331,183,"*",".",594,".",1.02,1.43,44210149,44210311,20.70948,44210148,44210331,22.5462,"Promoter",12,44210313,44210373,61,1,"100885842","ENSMUST00000177238","1",0,"ENSMUSG00000093618"
"391","chr13",62466785,62466927,143,"*",".",697,".",1.4,1.68,62466784,62466893,20.70948,62466786,62466927,27.26266,"Promoter",13,62453016,62466832,13817,2,"71508","ENSMUST00000221747","1",0,"ENSMUSG00000113450"
"392","chr17",78736570,78736927,358,"*",".",720,".",1.49,1.73,78736600,78736900,20.70948,78736569,78736927,32.9497,"Promoter",17,78649913,78737196,87284,2,"268980","ENSMUST00000145910","8",269,"ENSMUSG00000024077"
"393","chr19",6084835,6085116,282,"*",".",720,".",1.49,1.74,6084882,6085094,20.70948,6084834,6085116,34.71858,"Promoter",19,6084983,6091777,6795,1,"67849","ENSMUST00000025704","2",0,"ENSMUSG00000024791"
"394","chr19",7267167,7268376,1210,"*",".",726,".",1.51,1.75,7267265,7268294,20.70948,7267166,7268376,34.71858,"Promoter",19,7267325,7270144,2820,1,"104383","ENSMUST00000140442","7",0,"ENSMUSG00000024968"
"395","chr2",37430813,37430975,163,"*",".",721,".",1.49,1.74,37430834,37430972,20.70948,37430812,37430975,34.71858,"Promoter",2,37425500,37430919,5420,2,"241322","ENSMUST00000053098","5",0,"ENSMUSG00000066798"
"396","chr2",181601218,181601375,158,"*",".",718,".",1.48,1.73,181601250,181601375,20.70948,181601217,181601373,37.92897,"Promoter",2,181601316,181655651,54336,1,"68879","ENSMUST00000136481","7",0,"ENSMUSG00000002455"
"397","chr4",43031348,43031552,205,"*",".",724,".",1.5,1.74,43031347,43031552,20.70948,43031374,43031552,34.71858,"Promoter",4,43028229,43031456,3228,2,"66592","ENSMUST00000136326","7",0,"ENSMUSG00000028455"
"398","chr4",125066589,125066749,161,"*",".",653,".",1.23,1.57,125066588,125066738,20.70948,125066598,125066749,24.87696,"Promoter",4,125066672,125074042,7371,1,"76793","ENSMUST00000052183","6",0,"ENSMUSG00000050213"
"399","chr5",110269822,110269998,177,"*",".",587,".",0.98,1.41,110269840,110269988,20.70948,110269821,110269998,22.5462,"Promoter",5,110259130,110269913,10784,2,"72542","ENSMUST00000112505","8",0,"ENSMUSG00000029500"
"400","chr5",122391794,122391974,181,"*",".",561,".",0.85,1.35,122391793,122391974,20.70948,122391793,122391958,21.40256,"Promoter",5,122391878,122406179,14302,1,"56378","ENSMUST00000102525","10",0,"ENSMUSG00000029465"
"401","chr5",129670062,129670216,155,"*",".",704,".",1.44,1.7,129670065,129670216,20.70948,129670061,129670202,28.47508,"Promoter",5,129654593,129670099,15507,2,"22648","ENSMUST00000049778","6",0,"ENSMUSG00000051034"
"402","chr8",70769498,70769742,245,"*",".",729,".",1.51,1.76,70769512,70769660,20.70948,70769497,70769742,34.12132,"Promoter",8,70768640,70769664,1025,2,"18709","ENSMUST00000146707","1",0,"ENSMUSG00000031834"
"403","chr8",81014842,81015073,232,"*",".",722,".",1.49,1.74,81014867,81014997,20.70948,81014841,81015073,30.93719,"Promoter",8,80980733,81014928,34196,2,"74841","ENSMUST00000042724","7",0,"ENSMUSG00000038250"
"404","chr8",126422321,126422554,234,"*",".",544,".",0.8,1.31,126422326,126422554,20.70948,126422320,126422550,21.0824,"Promoter",8,126422515,126425433,2919,1,"67892","ENSMUST00000059093","6",0,"ENSMUSG00000051671"
"405","chr8",126945822,126946068,247,"*",".",723,".",1.49,1.74,126945851,126946049,20.70948,126945821,126946068,37.29482,"Promoter",8,126930667,126945840,15174,2,"67952","ENSMUST00000179857","2",0,"ENSMUSG00000093904"
"406","chr4",40757674,40757949,276,"*",".",680,".",1.32,1.64,40757673,40757949,20.62118,40757692,40757949,47.99916,"Promoter",4,40736542,40757923,21382,2,"74255","ENSMUST00000030117","4",0,"ENSMUSG00000028409"
"407","chr11",115083477,115083963,487,"*",".",676,".",1.3,1.63,115083487,115083779,20.49688,115083476,115083963,26.06316,"Distal Intergenic",11,115091431,115148647,57217,1,"58222","ENSMUST00000131046","1",-7468,"ENSMUSG00000020732"
"408","chr1",9748476,9748659,184,"*",".",718,".",1.48,1.73,9748487,9748656,20.40681,9748475,9748659,34.43481,"Promoter",1,9748481,9771256,22776,1,"73331","ENSMUST00000191287","6",0,"ENSMUSG00000097893"
"409","chr12",4817451,4817589,139,"*",".",713,".",1.46,1.72,4817468,4817575,20.40681,4817450,4817589,37.29482,"Promoter",12,4817544,4827659,10116,1,"66055","ENSMUST00000046207","8",0,"ENSMUSG00000037361"
"410","chr16",84834905,84835082,178,"*",".",709,".",1.45,1.71,84834904,84835075,20.40681,84834932,84835082,30.2155,"Promoter",16,84831369,84835005,3637,2,"11957","ENSMUST00000155956","1",0,"ENSMUSG00000022890"
"411","chr10",81551649,81551904,256,"*",".",706,".",1.44,1.7,81551674,81551887,20.28661,81551648,81551904,38.2164,"Distal Intergenic",10,81528724,81545190,16467,2,"14672","ENSMUST00000043604","5",-6459,"ENSMUSG00000034781"
"412","chr15",38275266,38275402,137,"*",".",692,".",1.37,1.67,38275290,38275384,20.28661,38275265,38275402,43.83499,"Exon (ENSMUST00000228508.1/ENSMUST00000228508.1, exon 1 of 1)",15,38297295,38298839,1545,2,"21847","ENSMUST00000228732","1",23437,"ENSMUSG00000037465"
"413","chr15",77928598,77929207,610,"*",".",714,".",1.47,1.72,77928925,77929200,20.28661,77928597,77929207,35.17933,"Promoter",15,77915047,77929006,13960,2,"56551","ENSMUST00000005487","11",0,"ENSMUSG00000005354"
"414","chr10",78184953,78185260,308,"*",".",627,".",1.13,1.51,78184952,78185247,20.27344,78184988,78185260,56.66071,"Promoter",10,78170909,78185149,14241,2,"110816","ENSMUST00000042556","10",0,"ENSMUSG00000032834"
"415","chr11",52004138,52004275,138,"*",".",615,".",1.07,1.48,52004137,52004272,20.18169,52004137,52004275,22.97177,"Promoter",11,52004221,52033802,29582,1,"213084","ENSMUST00000109079","8",0,"ENSMUSG00000020389"
"416","chr13",100124768,100124897,130,"*",".",711,".",1.45,1.71,100124775,100124872,19.8469,100124767,100124897,34.71858,"Promoter",13,100124852,100137690,12839,1,"20595","ENSMUST00000022147","14",0,"ENSMUSG00000021645"
"417","chr14",57423968,57424113,146,"*",".",707,".",1.44,1.7,57423983,57424095,19.8469,57423967,57424113,36.49418,"Promoter",14,57424062,57517936,93875,1,"21821","ENSMUST00000122063","7",0,"ENSMUSG00000040040"
"418","chr14",75754468,75754847,380,"*",".",709,".",1.45,1.71,75754467,75754740,19.8469,75754500,75754847,34.71858,"Promoter",14,75702370,75754558,52189,2,"338337","ENSMUST00000049168","8",0,"ENSMUSG00000034893"
"419","chr15",78450170,78450792,623,"*",".",705,".",1.44,1.7,78450196,78450778,19.8469,78450169,78450792,30.05041,"Intron (ENSMUST00000017086.4/71753, intron 10 of 17)",15,78443783,78444379,597,2,"71753","ENSMUST00000230473","1",-5791,"ENSMUSG00000016942"
"420","chr2",145903153,145903297,145,"*",".",711,".",1.45,1.71,145903179,145903291,19.8469,145903152,145903297,33.44677,"Promoter",2,145903241,145916425,13185,1,"67877","ENSMUST00000002805","13",0,"ENSMUSG00000002728"
"421","chr3",133091768,133091973,206,"*",".",708,".",1.44,1.71,133091796,133091973,19.8469,133091767,133091956,35.64154,"Promoter",3,132981752,133091825,110074,2,"67553","ENSMUST00000029651","10",0,"ENSMUSG00000028018"
"422","chr5",24100459,24100752,294,"*",".",694,".",1.38,1.67,24100458,24100750,19.8469,24100470,24100752,27.26266,"Promoter",5,24100605,24160785,60181,1,"52323","ENSMUST00000030841","9",0,"ENSMUSG00000028986"
"423","chr5",129887330,129887586,257,"*",".",682,".",1.33,1.64,129887416,129887586,19.8469,129887329,129887586,45.26667,"Promoter",5,129881156,129887470,6315,2,"14004","ENSMUST00000094280","3",0,"ENSMUSG00000070493"
"424","chr15",12824593,12824916,324,"*",".",609,".",1.06,1.47,12824604,12824894,19.81449,12824592,12824916,22.89543,"Promoter",15,12824815,12935290,110476,1,"14000","ENSMUST00000169061","7",0,"ENSMUSG00000022191"
"425","chr10",57532460,57532599,140,"*",".",707,".",1.44,1.7,57532470,57532584,19.62205,57532459,57532599,32.18621,"Promoter",10,57515774,57532530,16757,2,"56442","ENSMUST00000020027","10",0,"ENSMUSG00000019877"
"426","chr15",80233963,80234159,197,"*",".",643,".",1.19,1.55,80233962,80234109,19.62205,80233964,80234159,24.45064,"Promoter",15,80234018,80253371,19354,1,"239555","ENSMUST00000023048","11",0,"ENSMUSG00000022412"
"427","chr10",61680243,61680413,171,"*",".",705,".",1.44,1.7,61680242,61680413,19.54904,61680243,61680362,31.80613,"Promoter",10,61680299,61689818,9520,1,"20224","ENSMUST00000220372","1",0,"ENSMUSG00000020088"
"428","chr11",48800263,48800505,243,"*",".",555,".",0.84,1.34,48800282,48800458,19.54904,48800262,48800505,21.0824,"Promoter",11,48800332,48804974,4643,1,"14694","ENSMUST00000142269","1",0,"ENSMUSG00000020372"
"429","chr11",80142125,80142238,114,"*",".",576,".",0.94,1.39,80142144,80142237,19.54904,80142124,80142238,21.53394,"Promoter",11,80136678,80142175,5498,2,"68550","ENSMUST00000050207","9",0,"ENSMUSG00000046909"
"430","chr12",86241716,86241907,192,"*",".",683,".",1.33,1.65,86241716,86241902,19.54904,86241715,86241907,26.36116,"Promoter",12,86241858,86291784,49927,1,"70373","ENSMUST00000221368","1",0,"ENSMUSG00000021254"
"431","chr12",100110068,100110202,135,"*",".",585,".",0.97,1.41,100110071,100110189,19.54904,100110067,100110202,21.83826,"Promoter",12,100110154,100115866,5713,1,"19179","ENSMUST00000222374","1",0,"ENSMUSG00000021178"
"432","chr13",53377338,53377499,162,"*",".",670,".",1.28,1.61,53377353,53377496,19.54904,53377337,53377499,26.06316,"Promoter",13,53332748,53377397,44650,2,"268656","ENSMUST00000021920","7",0,"ENSMUSG00000021468"
"433","chr14",65069394,65069654,261,"*",".",686,".",1.34,1.65,65069396,65069654,19.54904,65069393,65069577,27.24944,"Intron (ENSMUST00000022550.7/54616, intron 3 of 6)",14,65052063,65098105,46043,2,"54616","ENSMUST00000225633","1",28451,"ENSMUSG00000021978"
"434","chr17",34850197,34850382,186,"*",".",662,".",1.26,1.6,34850202,34850354,19.54904,34850196,34850382,25.84946,"Promoter",17,34839228,34850210,10983,2,"108077","ENSMUST00000174226","7",0,"ENSMUSG00000040356"
"435","chr2",29060186,29060305,120,"*",".",636,".",1.17,1.53,29060185,29060295,19.54904,29060185,29060305,24.02815,"Promoter",2,29060262,29087656,27395,1,"22130","ENSMUST00000100237","3",0,"ENSMUSG00000026803"
"436","chr2",39065483,39065614,132,"*",".",591,".",1.01,1.42,39065498,39065614,19.54904,39065482,39065613,22.5462,"Promoter",2,39016155,39065541,49387,2,"76899","ENSMUST00000039165","14",0,"ENSMUSG00000026754"
"437","chr2",181365312,181365461,150,"*",".",673,".",1.29,1.62,181365334,181365461,19.54904,181365311,181365461,26.06316,"Promoter",2,181365405,181380782,15378,1,"229007","ENSMUST00000108807","8",0,"ENSMUSG00000027582"
"438","chr5",29434613,29434735,123,"*",".",666,".",1.27,1.6,29434631,29434735,19.54904,29434612,29434732,26.04858,"Promoter",5,29434664,29457843,23180,1,"433864","ENSMUST00000001611","10",0,"ENSMUSG00000001569"
"439","chr5",135369839,135369969,131,"*",".",673,".",1.29,1.62,135369838,135369945,19.54904,135369854,135369969,26.06316,"Promoter",5,135369953,135376798,6846,1,"100609","ENSMUST00000000940","14",0,"ENSMUSG00000000916"
"440","chr5",136116584,136116752,169,"*",".",624,".",1.12,1.5,136116583,136116744,19.54904,136116605,136116752,23.7045,"Promoter",5,136116631,136122723,6093,1,"20022","ENSMUST00000111127","7",0,"ENSMUSG00000039771"
"441","chr5",138085004,138085130,127,"*",".",692,".",1.37,1.67,138085016,138085114,19.54904,138085003,138085130,39.91283,"Promoter",5,138085084,138107822,22739,1,"74570","ENSMUST00000019660","10",0,"ENSMUSG00000029729"
"442","chr7",24134075,24134199,125,"*",".",646,".",1.2,1.56,24134074,24134199,19.54904,24134081,24134199,24.87696,"Promoter",7,24134174,24136910,2737,1,"56525","ENSMUST00000205736","1",0,"ENSMUSG00000047603"
"443","chr7",45062289,45062593,305,"*",".",684,".",1.33,1.65,45062288,45062484,19.54904,45062288,45062593,27.24944,"Promoter",7,45054553,45062404,7852,2,"65116","ENSMUST00000209417","1",0,"ENSMUSG00000007837"
"444","chr8",31150236,31150350,115,"*",".",629,".",1.14,1.52,31150239,31150347,19.54904,31150235,31150350,23.7045,"Promoter",8,31150315,31161054,10740,1,"234138","ENSMUST00000209851","1",0,"ENSMUSG00000031577"
"445","chr9",20581252,20581495,244,"*",".",700,".",1.41,1.69,20581253,20581347,19.54904,20581251,20581495,29.70004,"Promoter",9,20581325,20605409,24085,1,"244721","ENSMUST00000115557","9",0,"ENSMUSG00000058192"
"446","chr9",107338327,107338463,137,"*",".",693,".",1.37,1.67,107338331,107338463,19.54904,107338326,107338461,28.47508,"Promoter",9,107327084,107338350,11267,2,"69536","ENSMUST00000035196","13",0,"ENSMUSG00000032579"
"447","chr9",124425124,124425806,683,"*",".",577,".",0.94,1.39,124425123,124425781,19.54904,124425131,124425806,21.66168,"Distal Intergenic",9,124474342,124476898,2557,2,"19054","ENSMUST00000217354","1",51092,"ENSMUSG00000093803"
"448","chr1",72711183,72711314,132,"*",".",669,".",1.28,1.61,72711202,72711304,19.52236,72711182,72711314,26.06316,"Promoter",1,72711290,72713813,2524,1,"19981","ENSMUST00000059980","10",0,"ENSMUSG00000046330"
"449","chr7",15946039,15946167,129,"*",".",687,".",1.35,1.66,15946064,15946167,19.51372,15946038,15946167,37.29482,"Promoter",7,15936183,15946074,9892,2,"68077","ENSMUST00000044158","12",0,"ENSMUSG00000041560"
"450","chr1",58504934,58505185,252,"*",".",695,".",1.39,1.68,58504983,58505185,19.43257,58504933,58505178,32.43954,"Promoter",1,58462771,58505109,42339,2,"18393","ENSMUST00000027198","11",0,"ENSMUSG00000026037"
"451","chr12",105685225,105685426,202,"*",".",639,".",1.17,1.54,105685239,105685408,19.43257,105685224,105685426,46.35109,"Promoter",12,105685384,105703023,17640,1,"66787","ENSMUST00000051934","6",0,"ENSMUSG00000044715"
"452","chr16",14159198,14159499,302,"*",".",633,".",1.16,1.53,14159217,14159319,19.43257,14159197,14159499,46.62845,"Promoter",16,14109173,14159267,50095,2,"223989","ENSMUST00000090300","5",0,"ENSMUSG00000060657"
"453","chr7",5020242,5020617,376,"*",".",634,".",1.16,1.53,5020262,5020617,19.43257,5020241,5020603,46.62845,"Promoter",7,5020553,5059704,39152,1,"232821","ENSMUST00000208728","1",0,"ENSMUSG00000035228"
"454","chr15",98881059,98881471,413,"*",".",656,".",1.24,1.58,98881184,98881470,19.37138,98881058,98881471,25.40094,"Promoter",15,98877778,98881276,3499,2,"69159","ENSMUST00000229348","1",0,"ENSMUSG00000023755"
"455","chr2",157367538,157367646,109,"*",".",655,".",1.23,1.58,157367550,157367642,19.34519,157367537,157367646,25.04808,"Promoter",2,157367594,157396763,29170,1,"69161","ENSMUST00000081202","5",0,"ENSMUSG00000063019"
"456","chr9",71485926,71486064,139,"*",".",694,".",1.38,1.67,71485937,71486037,19.34519,71485925,71486064,30.93719,"Promoter",9,71478437,71485935,7499,2,"28015","ENSMUST00000034720","11",0,"ENSMUSG00000032199"
"457","chr1",135313720,135313834,115,"*",".",611,".",1.07,1.47,135313725,135313818,19.21252,135313719,135313834,22.89543,"Promoter",1,135295213,135313778,18566,2,"21854","ENSMUST00000081104","9",0,"ENSMUSG00000062580"
"458","chr2",156547484,156547603,120,"*",".",691,".",1.37,1.66,156547508,156547603,18.91639,156547483,156547602,30.6134,"Promoter",2,156547584,156568156,20573,1,"68295","ENSMUST00000109570","7",0,"ENSMUSG00000027628"
"459","chr16",22009360,22009523,164,"*",".",614,".",1.07,1.48,22009401,22009515,18.8197,22009359,22009523,22.89543,"Promoter",16,22009484,22049269,39786,1,"75826","ENSMUST00000023561","7",0,"ENSMUSG00000022855"
"460","chr1",36691358,36691592,235,"*",".",689,".",1.35,1.66,36691453,36691576,18.80392,36691357,36691592,29.70004,"Promoter",1,36691449,36693386,1938,1,"12859","ENSMUST00000081180","6",0,"ENSMUSG00000061518"
"461","chr13",91807626,91807772,147,"*",".",680,".",1.31,1.64,91807652,91807772,18.80392,91807625,91807767,36.00135,"Promoter",13,91796533,91807705,11173,2,"69085","ENSMUST00000022121","12",0,"ENSMUSG00000021621"
"462","chr2",22895368,22895614,247,"*",".",667,".",1.28,1.61,22895367,22895597,18.80392,22895378,22895614,26.06316,"Promoter",2,22895522,22912699,17178,1,"56075","ENSMUST00000148072","7",0,"ENSMUSG00000026784"
"463","chr2",119288604,119288796,193,"*",".",630,".",1.14,1.52,119288693,119288792,18.80392,119288603,119288796,23.87852,"Promoter",2,119288740,119295487,6748,1,"228545","ENSMUST00000139367","7",0,"ENSMUSG00000034216"
"464","chr3",138143670,138143844,175,"*",".",655,".",1.24,1.58,138143678,138143844,18.80392,138143669,138143798,25.80139,"Promoter",3,138143799,138148362,4564,1,"108943","ENSMUST00000159622","7",0,"ENSMUSG00000004127"
"465","chr3",145937937,145938061,125,"*",".",560,".",0.85,1.35,145937936,145938060,18.80392,145937945,145938061,20.86059,"Promoter",3,145938014,145944829,6816,1,"66421","ENSMUST00000039571","13",0,"ENSMUSG00000036873"
"466","chr6",113531583,113531735,153,"*",".",677,".",1.3,1.63,113531607,113531702,18.80392,113531582,113531735,27.24944,"Promoter",6,113531682,113597017,65336,1,"211651","ENSMUST00000036340","11",0,"ENSMUSG00000034023"
"467","chr15",103163255,103163459,205,"*",".",658,".",1.24,1.59,103163254,103163455,18.55665,103163272,103163459,25.9879,"Promoter",15,103154223,103163327,9105,2,"71726","ENSMUST00000229429","1",0,"ENSMUSG00000036061"
"468","chr5",108312689,108312870,182,"*",".",683,".",1.33,1.65,108312724,108312847,18.50645,108312688,108312870,28.47508,"Promoter",5,108312636,108348238,35603,1,"433931","ENSMUST00000118910","1",53,"ENSMUSG00000029263"
"469","chr11",49203360,49203655,296,"*",".",646,".",1.2,1.56,49203359,49203594,18.4716,49203372,49203655,25.0329,"Promoter",11,49203485,49213636,10152,1,"22720","ENSMUST00000128932","7",0,"ENSMUSG00000046311"
"470","chr12",21286314,21286414,101,"*",".",550,".",0.82,1.33,21286313,21286407,18.4716,21286313,21286414,20.79437,"Promoter",12,21286358,21315056,28699,1,"54451","ENSMUST00000067284","9",0,"ENSMUSG00000054309"
"471","chr15",102203477,102203708,232,"*",".",681,".",1.32,1.64,102203476,102203676,18.4716,102203485,102203708,34.42705,"Promoter",15,102203648,102215605,11958,1,"68744","ENSMUST00000118729","7",0,"ENSMUSG00000046897"
"472","chr2",91649751,91650215,465,"*",".",663,".",1.26,1.6,91649787,91650210,18.4716,91649750,91650215,26.06316,"Promoter",2,91649860,91672326,22467,1,"228359","ENSMUST00000111329","7",0,"ENSMUSG00000027247"
"473","chr4",124693420,124693718,299,"*",".",686,".",1.34,1.65,124693577,124693703,18.4716,124693419,124693718,30.93719,"Promoter",4,124678160,124693600,15441,2,"67205","ENSMUST00000030738","7",0,"ENSMUSG00000028907"
"474","chr9",22117047,22117267,221,"*",".",684,".",1.33,1.65,22117127,22117236,18.4716,22117046,22117267,29.70004,"Promoter",9,22112991,22117172,4182,2,"66126","ENSMUST00000013966","7",0,"ENSMUSG00000013822"
"475","chr11",120776175,120776344,170,"*",".",674,".",1.3,1.63,120776202,120776310,18.45961,120776174,120776344,35.30288,"Distal Intergenic",11,120780746,120784185,3440,2,"19719","ENSMUST00000123273","1",7841,"ENSMUSG00000025158"
"476","chr3",96172417,96172546,130,"*",".",643,".",1.19,1.55,96172435,96172528,18.44238,96172416,96172546,24.87696,"Promoter",3,96172547,96173346,800,1,"107701","ENSMUST00000153977","1",-1,"ENSMUSG00000068856"
"477","chr12",80463099,80463283,185,"*",".",675,".",1.3,1.63,80463133,80463241,18.40554,80463098,80463283,33.44677,"Promoter",12,80463220,80484368,21149,1,"97827","ENSMUST00000219272","1",0,"ENSMUSG00000032705"
"478","chr12",113000414,113001164,751,"*",".",671,".",1.29,1.62,113000607,113001164,18.40554,113000413,113001113,27.26266,"Promoter",12,112960085,113000704,40620,2,"72308","ENSMUST00000011302","8",0,"ENSMUSG00000011158"
"479","chr19",7241065,7241280,216,"*",".",595,".",1.02,1.44,7241112,7241280,18.40554,7241064,7241274,22.5462,"Promoter",19,7225673,7241183,15511,2,"70999","ENSMUST00000025675","10",0,"ENSMUSG00000024764"
